index,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Meaning of Type of operation or tax status code,Number of establishments,"Value of sales, shipments, receipts, revenue, or business done ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of employees,Number of nonemployer establishments,"Nonemployer value of sales, shipments, receipts, revenue, or business done ($1,000)"
599,Maine,21,"Mining, quarrying, and oil and gas extraction",Total,18,"17,762","4,628",N,94,88,"6,730"
600,Maine,22,Utilities,Total,99,Q,"169,783","46,220","2,363",79,"3,591"
601,Maine,23,Construction,Total,"4,554","4,542,602","1,022,935","215,739","25,391","17,244","846,586"
602,Maine,31-33,Manufacturing,Total,"1,650","16,044,543","2,424,327",N,"49,238","2,608","90,555"
603,Maine,42,Wholesale trade,Wholesale Trade,"1,550","16,369,697","817,652","201,340","16,759","1,584","114,159"
604,Maine,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","1,344","12,961,262","691,472","168,517","14,753",N,N
605,Maine,42,Wholesale trade,Manufacturers' sales branches and offices,79,"2,189,155","96,130","25,776","1,270",N,N
606,Maine,44-45,Retail trade,Total,"6,351","21,521,714","1,884,560","458,399","80,155","9,302","383,458"
607,Maine,48-49 (104),Transportation and warehousing (104),Total,"1,175","1,728,759","556,978","136,827","14,908","2,916","199,488"
608,Maine,51,Information,Total,845,N,"537,811","135,312","11,952","1,313","31,682"
609,Maine,52,Finance and insurance,Total,"1,899",N,"1,573,562","453,553","25,688","1,918","124,578"
610,Maine,53,Real estate and rental and leasing,Total,"1,580","1,100,357","220,594","50,734","6,242","10,586","896,255"
611,Maine,54,"Professional, scientific, and technical services",All establishments,"3,492","3,352,583","1,237,994","284,561","22,943","13,011","431,963"
612,Maine,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"3,457","3,061,028","1,134,119","260,355","21,188",N,N
613,Maine,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,35,"291,555","103,875","24,206","1,755",N,N
614,Maine,55,Management of companies and enterprises,Total,213,D,D,D,i,N,N
615,Maine,56,Administrative and support and waste management and remediation services,Total,"1,958","1,526,026","598,239","137,122","22,395","7,702","161,232"
616,Maine,61,Educational services,All establishments,341,"256,987","73,518","17,185","2,659","2,656","35,321"
617,Maine,61,Educational services,Establishments subject to federal income tax,217,"80,876","28,400","7,070","1,410",N,N
618,Maine,61,Educational services,Establishments exempt from federal income tax,124,"176,111","45,118","10,115","1,249",N,N
619,Maine,62,Health care and social assistance,All establishments,"4,730","10,297,043","4,393,033","1,062,263","109,231","7,794","222,134"
620,Maine,62,Health care and social assistance,Establishments subject to federal income tax,"3,071","3,486,808","1,613,365","378,377","41,700",N,N
621,Maine,62,Health care and social assistance,Establishments exempt from federal income tax,"1,659","6,810,235","2,779,668","683,886","67,531",N,N
622,Maine,71,"Arts, entertainment, and recreation",All establishments,849,"527,038","154,676","32,150","7,305","6,521","113,413"
623,Maine,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,585,"368,176","96,345","19,657","4,484",N,N
624,Maine,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,264,"158,862","58,331","12,493","2,821",N,N
625,Maine,72,Accommodation and food services,Total,"3,958","2,901,347","850,757","176,496","49,672","1,707","74,800"
626,Maine,81,Other services (except public administration),All establishments,"2,786","1,462,786","376,311","89,778","13,755","13,953","348,497"
627,Maine,81,Other services (except public administration),Establishments subject to federal income tax,"2,041","881,461","242,937","57,943","9,424",N,N
628,Maine,81,Other services (except public administration),Establishments exempt from federal income tax,745,"581,325","133,374","31,835","4,331",N,N
629,Maryland,21,"Mining, quarrying, and oil and gas extraction",Total,68,"471,743","77,167",N,"1,368",90,"6,736"
630,Maryland,22,Utilities,Total,130,Q,"1,049,972","395,111","9,484",479,"17,783"
631,Maryland,23,Construction,Total,"12,994","37,365,178","7,395,199","1,716,573","144,153","41,048","2,268,044"
632,Maryland,31-33,Manufacturing,Total,"3,096","39,532,989","5,908,935",N,"100,079","4,517","180,273"
633,Maryland,42,Wholesale trade,Wholesale Trade,"5,698","84,733,759","5,378,553","1,311,742","85,955","5,658","478,411"
634,Maryland,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","4,768","60,734,191","4,378,528","1,055,333","73,369",N,N
635,Maryland,42,Wholesale trade,Manufacturers' sales branches and offices,287,"16,121,897","789,500","210,246","8,989",N,N
636,Maryland,44-45,Retail trade,Total,"18,179","76,379,707","7,168,455","1,750,509","281,678","32,584","1,204,457"
637,Maryland,48-49 (104),Transportation and warehousing (104),Total,"3,348","8,719,207","2,701,292","654,563","64,906","19,207","909,016"
638,Maryland,51,Information,Total,"2,381",N,"4,255,659","1,212,694","56,781","7,041","243,846"
639,Maryland,52,Finance and insurance,Total,"7,583",N,"8,630,124","2,374,431","100,204","12,173","907,330"
640,Maryland,53,Real estate and rental and leasing,Total,"6,001","13,410,069","2,253,231","587,461","42,838","45,969","4,367,209"
641,Maryland,54,"Professional, scientific, and technical services",All establishments,"19,714","50,024,915","20,161,207","4,906,938","244,710","73,188","3,424,981"
642,Maryland,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"19,529",D,D,D,m,N,N
643,Maryland,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,185,D,D,D,j,N,N
644,Maryland,55,Management of companies and enterprises,Total,"1,246",D,D,D,l,N,N
645,Maryland,56,Administrative and support and waste management and remediation services,Total,"7,950","13,649,044","6,374,665","1,509,287","182,659","37,884","835,654"
646,Maryland,61,Educational services,All establishments,"1,517",D,D,D,j,"15,365","223,555"
647,Maryland,61,Educational services,Establishments subject to federal income tax,"1,206",D,D,D,j,N,N
648,Maryland,61,Educational services,Establishments exempt from federal income tax,311,D,D,D,h,N,N
649,Maryland,62,Health care and social assistance,All establishments,"16,000","40,821,901","16,319,858","3,959,538","359,734","50,530","1,509,252"
650,Maryland,62,Health care and social assistance,Establishments subject to federal income tax,"13,217","18,823,430","7,784,648","1,826,112","168,241",N,N
651,Maryland,62,Health care and social assistance,Establishments exempt from federal income tax,"2,783","21,998,471","8,535,210","2,133,426","191,493",N,N
652,Maryland,71,"Arts, entertainment, and recreation",All establishments,"1,960","3,390,823","1,062,017","209,839","35,932","26,046","537,275"
653,Maryland,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"1,561","2,726,870","806,287","152,140","24,878",N,N
654,Maryland,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,399,"663,953","255,730","57,699","11,054",N,N
655,Maryland,72,Accommodation and food services,Total,"11,344","12,516,782","3,410,520","799,371","204,222","6,759","262,268"
656,Maryland,81,Other services (except public administration),All establishments,"9,978","10,879,661","2,928,525","731,656","79,391","60,524","1,541,168"
657,Maryland,81,Other services (except public administration),Establishments subject to federal income tax,"7,877","5,195,805","1,677,916","403,303","57,077",N,N
658,Maryland,81,Other services (except public administration),Establishments exempt from federal income tax,"2,101","5,683,856","1,250,609","328,353","22,314",N,N
659,Massachusetts,21,"Mining, quarrying, and oil and gas extraction",Total,73,"327,992","73,740",N,"1,110",85,"4,714"
660,Massachusetts,22,Utilities,Total,274,Q,"1,324,451","362,625","13,305",381,"29,525"
661,Massachusetts,23,Construction,Total,"15,695","33,824,349","6,859,635","1,475,925","120,749","55,558","3,882,960"
662,Massachusetts,31-33,Manufacturing,Total,"6,806","81,927,799","14,395,301",N,"234,168","6,073","321,880"
663,Massachusetts,42,Wholesale trade,Wholesale Trade,"8,061","182,172,565","10,304,442","2,592,174","139,520","7,171","706,935"
664,Massachusetts,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","6,619","123,904,370","8,035,067","1,991,834","114,195",N,N
665,Massachusetts,42,Wholesale trade,Manufacturers' sales branches and offices,400,"36,800,838","1,638,655","453,998","15,759",N,N
666,Massachusetts,44-45,Retail trade,Total,"24,311","92,915,380","9,161,733","2,225,018","351,598","30,474","1,683,816"
667,Massachusetts,48-49 (104),Transportation and warehousing (104),Total,"3,558","10,652,686","3,173,044","780,806","77,843","16,504","814,293"
668,Massachusetts,51,Information,Total,"3,673",N,"10,520,952","2,890,552","115,614","8,059","275,497"
669,Massachusetts,52,Finance and insurance,Total,"9,384",N,"22,940,451","7,095,754","202,811","14,196","1,243,355"
670,Massachusetts,53,Real estate and rental and leasing,Total,"6,485","13,628,359","2,357,878","572,809","42,788","51,833","5,529,594"
671,Massachusetts,54,"Professional, scientific, and technical services",All establishments,"21,422","60,370,010","23,826,500","6,058,488","255,022","96,652","4,800,603"
672,Massachusetts,54,"Professional, scientific, and technical services",Establishments subject to federal income tax,"21,203","57,979,049","22,938,713","5,832,785","243,993",N,N
673,Massachusetts,54,"Professional, scientific, and technical services",Establishments exempt from federal income tax,219,"2,390,961","887,787","225,703","11,029",N,N
674,Massachusetts,55,Management of companies and enterprises,Total,"1,218","2,673,867","9,913,757","2,771,102","97,602",N,N
675,Massachusetts,56,Administrative and support and waste management and remediation services,Total,"9,998","17,667,541","7,794,234","1,837,792","192,242","33,740","939,990"
676,Massachusetts,61,Educational services,All establishments,"2,180","2,106,023","650,745","154,632","22,879","20,505","307,925"
677,Massachusetts,61,Educational services,Establishments subject to federal income tax,"1,688","1,290,470","421,193","99,637","16,070",N,N
678,Massachusetts,61,Educational services,Establishments exempt from federal income tax,492,"815,553","229,552","54,995","6,809",N,N
679,Massachusetts,62,Health care and social assistance,All establishments,"18,386","63,583,090","27,696,702","6,789,922","587,485","41,070","1,603,643"
680,Massachusetts,62,Health care and social assistance,Establishments subject to federal income tax,"13,136","26,638,974","12,208,983","2,856,381","237,631",N,N
681,Massachusetts,62,Health care and social assistance,Establishments exempt from federal income tax,"5,250","36,944,116","15,487,719","3,933,541","349,854",N,N
682,Massachusetts,71,"Arts, entertainment, and recreation",All establishments,"3,130","5,012,428","1,788,325","393,270","55,585","33,524","757,688"
683,Massachusetts,71,"Arts, entertainment, and recreation",Establishments subject to federal income tax,"2,277","3,412,322","1,261,800","278,840","35,108",N,N
684,Massachusetts,71,"Arts, entertainment, and recreation",Establishments exempt from federal income tax,853,"1,600,106","526,525","114,430","20,477",N,N
685,Massachusetts,72,Accommodation and food services,Total,"16,898","17,508,975","5,019,795","1,166,816","273,185","5,353","258,659"
686,Massachusetts,81,Other services (except public administration),All establishments,"14,008","10,455,103","2,931,269","709,760","93,489","54,450","1,667,474"
687,Massachusetts,81,Other services (except public administration),Establishments subject to federal income tax,"11,154","5,985,380","1,892,197","455,676","67,531",N,N
688,Massachusetts,81,Other services (except public administration),Establishments exempt from federal income tax,"2,854","4,469,723","1,039,072","254,084","25,958",N,N
689,Michigan,21,"Mining, quarrying, and oil and gas extraction",Total,329,"3,041,948","373,458",N,"6,363","2,544","118,668"
690,Michigan,22,Utilities,Total,389,Q,"2,030,234","573,513","23,036",327,"15,663"
691,Michigan,23,Construction,Total,"16,129","32,550,088","6,373,120","1,318,882","131,793","73,346","3,580,578"
692,Michigan,31-33,Manufacturing,Total,"12,444","238,892,383","27,611,367",N,"514,058","12,399","581,918"
693,Michigan,42,Wholesale trade,Wholesale Trade,"11,489","254,318,884","9,800,202","2,355,393","166,238","11,622","973,190"
694,Michigan,42,Wholesale trade,"Merchant wholesalers, except manufacturers' sales branches and offices","9,392","115,704,903","7,474,643","1,756,106","132,490",N,N
695,Michigan,42,Wholesale trade,Manufacturers' sales branches and offices,611,"117,214,384","1,844,789","487,842","21,873",N,N
696,Michigan,44-45,Retail trade,Total,"34,858","119,302,046","10,527,301","2,526,943","441,190","58,554","2,262,495"
697,Michigan,48-49 (104),Transportation and warehousing (104),Total,"5,699","20,033,344","4,525,164","1,113,501","106,324","26,999","1,766,076"
698,Michigan,51,Information,Total,"3,294",N,"4,348,608","1,136,663","67,232","8,240","232,333"
699,Michigan,52,Finance and insurance,Total,"13,181",N,"9,757,034","2,607,996","151,712","18,481","1,268,181"
700,Michigan,53,Real estate and rental and leasing,Total,"7,826","11,974,477","1,806,865","439,279","48,706","71,526","6,484,428"
701,Michigan,54,"Professional, scientific, and technical services",All establishments,"21,650",D,D,D,m,"84,381","3,217,716"
